timestamp,tweet,content,emotion,username,followers,location,state
7/9/19 17:02,"\xe2\x80\x9cI have a home, and I want the same for everyone else in this country\xe2\x80\x9d \xe2\x80\x93 Prime Minister Roosevelt Skerrit  CBI was vital in Dominica\xe2\x80\x99s recovery \xe2\x80\x93 particularly in its public housing sector: https://t.co/Yey8JtOWlH",Experience,Frustrated,CSGlobalPtnrs,3148,HQ London and 9 global offices,
7/9/19 17:02,Demolishing public housing in Wellston may be put on hold by St. Louis County Executive https://t.co/pXgeYPbpkT,News,Neutral,stltoday,248451,"St. Louis, Mo.",
7/9/19 17:01,How are we feeling about this? https://t.co/MY7zvv7Jhk,Question,Confused,michaelsilliman,365,"Washington, DC",DC
7/9/19 17:01,"UnidosUS Affiliate @sc4housing ""lucha por la familia"" and that\'s why they oppose the @HUDgov rule prohibiting mixed-status families from living in public housing. ""We are concerned about the number of families that may be impacted at @theCHAtweets."" https://t.co/jf96yJjFJT",Comment,Frustrated,WeAreUnidosUS,74907,"Washington, DC",DC
7/9/19 17:00,"#TIMEFRAMED #AUDIOBOOK SNEAK PEEK Listen as a Security Official in 2052 goes to a Public Housing Area, reserved for ""dregs"" of society, to interview a drug addict about a missing person. Win a Free Copy Click Here  @philinthebooth https://t.co/JohBEW0pyN https://t.co/QNjU3kbFEp",News,Neutral,TimeFramedBook,385,,
7/9/19 16:55,@AndrewGiambrone 7000 of the city\xe2\x80\x99s 8000 public housing units are in severe need of repair. Tell @marycheh to shut up and worry about that.,Maintenance,Frustrated,JaVonniBrustow,88577,,
7/9/19 16:54,@AletheiaAtheos What about what\xe2\x80\x99s there now? Do you just take away existing public housing? In my area a private market 1 bedroom is close to $2k a month. In some areas it\xe2\x80\x99s $500 a month. Do you see the issue?,Experience,Frustrated,DesireeCPO30,389,,
7/9/19 16:34,@kaitlancollins Sounds like he was given free public housing...,Irrelevant,Frustrated,harmlesslurker,4,,
7/9/19 16:33,"I think a lot of it has to do with the density, public housing (NY has 400k units and SF has 3k), affordability, and the subway connecting residential neighborhoods and commercial areas that mean service industry workers can actually live nearby work instead of hours away",Comment,Neutral,being_ulti,4153,"Atlanta, GA",GA
7/9/19 16:30,"Thankful &amp; proud of the powerful Affiliate Network we have! TY @HispanicUnity, @MHDCCA, &amp; @NewEco4Women for joining our many other Affiliates opposing the @HUDgov rule that would prohibit mixed-status families from living in public housing. Comment now: https://t.co/jf96yJjFJT",News,Positive,WeAreUnidosUS,74907,"Washington, DC",DC
7/9/19 16:29,"New York, the most \xe2\x80\x9cprogressive\xe2\x80\x9d city in the country, where lead-infused public housing crumbles, where communities are displaced with enthusiastic abandon, building four jails for the price of ten, bikers can\xe2\x80\x99t get a damn lane, cops at every subway station over $2.75  I\xe2\x80\x99m tired.",Comment,Frustrated,VoltaireLaFlare,4975,"New York, NY",NY
7/9/19 16:25,@AOC Alexandria.... instead of asking for a raise ... you should go live in public housing,Comment,Frustrated,Luka79557413,0,,
7/9/19 16:24,@HispanicCaucus @CBP Hispanic Caucus is fighting Ben Carson to keep illegals in public housing whilst 500000 Americans are homeless.   Hispanic Caucuse hates Americans https://t.co/k4qZM9jBiG,Comment,Neutral,InnerStrumpf,1833,,
7/9/19 16:16,@AOC Fuck public housing. These leaches don\xe2\x80\x99t deserve tax money to get the things for free people work hard to have.,Comment,Frustrated,JEgnor,3,,
7/9/19 16:12,"The demolition plan has been in the works since last year, and it\xe2\x80\x99s one that Page said is in line with federal policy under President Donald Trump\xe2\x80\x99s administration to \xe2\x80\x9cget out of the public housing business and just give people a voucher.\xe2\x80\x9d https://t.co/seaIVIZoRp",News,Neutral,kelseylandis,621,"St Louis, MO",MO
7/9/19 16:05,".@HUDgov proposed separating immigrant families in public housing. The mission of the agency I lead is to strengthen communities - this would do the opposite, increasing #homelessness &amp; plunging families into crisis. @SecretaryCarson should reconsider. https://t.co/lldiD54Fk7 https://t.co/mV08nGxldW",Comment,Frustrated,WAComDirector,609,"Olympia, WA",WA
7/9/19 16:04,"@Pravduh15 @AOC Because, after proving how ineffective NY's government is at managing financial resources for their so-called public housing programs, what they absolutely need is more money to squander. Because that's how you retards want to solve every problem: throw MORE public money at it.",Comment,Frustrated,fmoral3s16,57,,
7/9/19 16:01,"@SenJohnKennedy Past time for those executives to \xe2\x80\x9ctrickle down\xe2\x80\x9dsome of their compensation packages to the workers of Louisiana....maybe we can get these corporations to pay back the supplementary food stamps,  Medicaid, public housing &amp; other federal assistance applied to workers just to live",Comment,Frustrated,Iamgood_man,940,,
7/9/19 16:00,"\xe2\x80\x9cMany #prosecutors think it\xe2\x80\x99s not their job to worry about the consequences of a conviction beyond the sentence they ask for. But convictions have all kinds of ripple effects: the loss of a job, university admission, professional license, custody of a child, or public housing.\xe2\x80\x9d https://t.co/CJTBTParlz",Comment,Frustrated,MelanieBatesLLC,182,"Washington, DC",DC
7/9/19 16:00,"35 years after fleeing a war-torn Lebanon with her family, Hoda Nahlous has been made a partner at consulting giant @KPMG. @edmundtadros reports. #bigfour https://t.co/azaJ7WZfIl",Irrelevant,Neutral,FinancialReview,288822,Australia,
7/9/19 15:59,"@Public_Citizen @AOC Um, I dont think that mold in Queens public housing is from the climate. Nor lead in drinking water. It's from bad management of these citys.",Maintenance,Frustrated,forgedinvodka,35,"Arizona, USA",AZ
7/9/19 15:56,"@3_spooked_5_me @conduitofhealin @DougHageman @BethLynch2020 @mistymtnreverie *public housing* is leftist policy, negotiating with realtors and landlords (as CA Dems are currently doing) is center-right controlled opposition policy",Comment,Frustrated,pointblaek,527,,
7/9/19 15:54,@SKMorefield @dbongino @realDonaldTrump @JoeTalkShow @NickAdamsinUSA @DailyCaller The Free loaders Dumocraps don't buy at Home Depot because they live in Public Housing!,Comment,Frustrated,MauricioJoseL10,26,"Upland, CA",CA
7/9/19 15:50,"Seoul mayor pledges more public housing for newlyweds,\xc2\xa0youth https://t.co/Mh93sIXuRR https://t.co/GUR5ppzDRO",Irrelevant,Positive,TimesEurope,105,France,
7/9/19 15:46,@fuelgrannie @Mezikenyc @shaunking @CabanForQueens I never criticized your appearance. I criticized Caban campaign for transporting others into to a black community in the middle of public housing and ignoring them.,Comment,Frustrated,msbusylady,441,,
7/9/19 15:39,"@Loud_Lass Of course, public housing is anathema to them, they would leave everything to their so called free market if they could-their would be no public anything.",Comment,Frustrated,DerekRobinson2,1050,"Wodonga, Vic, Australia",
7/9/19 15:35,One last chance to post your comment opposing HUD policy that would separate families with an undocumented member from public housing. Hit the link. #affordablehousing #KeepFamiliesTogether https://t.co/fsjqnRmC2X,News,Neutral,CynthiaDBond,830,Chicago & LFK,
7/9/19 15:30,@formambuh @AOC I'll talk to you when you get the bill for the new green deal as your walking to the bread line from your free public housing unit.,Policy Decision,Frustrated,jeffrey022889,31,"Detroit, MI",MI
7/9/19 15:30,"With its properties home to approximately 400,000 residents, NYCHA operates the nation\xe2\x80\x99s largest public-housing program, but its physical stock and finances need serious repair. https://t.co/6OYZXKP37b https://t.co/FT9azE40dz",Maintenance,Neutral,TheBeatMI,7585,"New York, NY",NY
7/9/19 15:20,@_michaelbrooks Didn\xe2\x80\x99t her husband organize against public housing? Something reprehensible like that.,Irrelevant,Frustrated,cisco8oona,15,,
7/9/19 15:19,"She's just mad because a New York Billionaire, kicked her out of public housing. Michelle Obama: Still whining about Trump\xe2\x80\x99s inauguration https://t.co/Bki2a0duWz",Comment,Frustrated,Steve03513632,15,,
7/9/19 15:18,@Think1_1981 @IamJohnBurnett @angelvanstark @MJtheProphet @AOC My point is real simple- Continue funding mismanagement and you\xe2\x80\x99ll just get more mismanagement. They need to overhaul the entire public housing in NYCHA because the poorest of our children are suffering the most.,Comment,Frustrated,pd21590,294,"New York, USA",NY
7/9/19 15:15,St. Louis County executive says he's considering blocking the demolition of Wellston public housing https://t.co/UnokqSpeDi,News,Neutral,timyataw,75,,
7/9/19 15:15,Today HUD announced $150 Million in Mainstream Vouchers. The funding will be awarded to public housing agencies to support vouchers that provide sustained community-based integrated housing opportunities to non-elderly people with disabilities. https://t.co/e6DXaU4OQn.,News,Neutral,eitasjacksonco,68,"Kansas City, MO",KS
7/9/19 15:11,"@GloomyBrown @AOC @RudyGiuliani @BilldeBlasio ""NYCHA is in a crisis bc over YEARS of GOP majorities, they refused to fund basic maintenance of public housing to sabatoge it""   do you think economies or policies turn on a dime? NYC was run by republicans for 20 plus years before deblasio",Question,Frustrated,Urban_Avenger_,34,,
7/9/19 15:08,"@SteveScalise food stamps to make ends meet. The bill called for large employers like Amazon and Walmart to reimburse the government for food stamps, public housing, Medicaid and other federal assistance received by their workers. In response, Bezos raised Amazon workers' wages to $15 an hour.",Policy Decision,Positive,Iamgood_man,940,,
7/9/19 15:07,@lubiephil @abcnews Here\xe2\x80\x99s a positive spin for the MuPpet : get off yer arse and make it go away. Invest in public housing nationally. Increase Newstart etc. How\xe2\x80\x99s them for positives?,Question,Frustrated,RobynInTheStix,281,Central Highlands Victoria,
7/9/19 15:04,"Between 2010-2017, #NYCHA challenged 95% of the positive lead inspections carried out by Health Department. Now, @BilldeBlasio is promising more inspections. We must hold the city accountable to tenants living in public housing! #TenantTuesday   https://t.co/yOn55fQvbU",Comment,Positive,SafetyNetUJC,316,"New York, NY",NY
7/9/19 14:47,"A similar study, on children in public housing high-rises above Dan Ryan Expressway in #Chicago, found that the closer their floor was to the highway, the lower their intelligence",Irrelevant,Neutral,AjalovR,23,"Houston, TX",TX
7/9/19 14:45,@theaterOFpain1 @cuadrado_carol @HelloOElaine @tackettdc Obama moved people through the system and it was working quite well. Detentions with less than 72 hours. No intentional \xe2\x80\x9cdeterrence\xe2\x80\x9c were put in place by Obama. The sexual predator that lives in public housing at the White House has slowed the system has totally broken the system,Comment,Frustrated,LoriBickle,517,Farmington NM,NM
7/9/19 14:34,@OnPointRadio @CoryBooker Did Cory Booker ever live in public housing? I did.,Question,Frustrated,tjrogers46,1882,,
7/9/19 14:30,@TStannis Several displaced residents I talked to were happy to get a voucher and return to Chicago or another city. Some did stay in Danville and some still in public housing.,Policy Decision,Neutral,jbaildancomnews,132,"Danville, IL",IL
7/9/19 14:30,"\xe2\x80\x9cIt\xe2\x80\x99s another issue that probably should have been addressed five years ago,\xe2\x80\x9d Page said. \xe2\x80\x9cIt\xe2\x80\x99s a difficult, complex issue that has political risk to it, and (the Stenger administration) just didn\xe2\x80\x99t want to deal with it.\xe2\x80\x9d https://t.co/BBCjpjAc4q",Comment,Frustrated,jacobbarker,1934,"St. Louis, Mo.",
7/9/19 14:18,@Damien_English @meathcoco @meathchronicle @LMFMRADIO @RebuildingIRL @HousingPress Are they public housing,Irrelevant,Neutral,gerardwalshe,209,ireland,
7/9/19 14:16,@AOC Let them learn to support themselves like most people. They should be grateful government puts roof over their head at reduced rent.  Government is not required to provide public housing but America has no choice because the same group of people has been draining America years,Comment,Frustrated,usaforeverfree,98,,
7/9/19 14:10,gotta learn how to cook in the toaster oven since our building hasn\xe2\x80\x99t had gas in weeks. \xf0\x9f\x99\x83  (public housing be like),Maintenance,Frustrated,blackboikei,3205,KEI or he/him or they/them,
7/9/19 14:00,The remarkable thing about housing debates is that this is even an issue. Some people only want to talk about gentrification or public housing or whatever else. And those issues are fine. But it's illegal to build any housing in most places. That's insane. That's gotta be first.,Comment,Frustrated,_wayneburkett,157,"New York, NY",NY
7/9/19 13:57,Since WHEN has NYC had a MAJORITY GOP running CITY public housing? https://t.co/M54LJS76ua https://t.co/UgTN9hHsid,Question,Frustrated,madamx12369,2236,,
7/9/19 13:44,"Vivian Bryant, president and CEO of the Orlando Housing Authority, says the authority has 1,600 public housing units (most of them in the city of Orlando.) How many people are on the waiting list for public housing? 12,000 households, almost 8 times the amount available. https://t.co/SwtUY0WSEd",Question,Frustrated,ChabeliH,3747,"Orlando, FL",FL
7/9/19 13:40,@simon_rosenberg @mavsmum I just love the way these Nongs carry on.  We can't afford decent healthcare nor public housing or any other needs of the community but when Donny calls him up for War on the Batphone watch ScottNo stump up the cash.  He will find the wherewithal for that.,Comment,Frustrated,alexa_jessop,654,"Queensland, Australia",
7/9/19 13:29,"@SpeakerPelosi San Francisco needs a good hosing down with the filth, drugs, needles, tents ... Democrats want to rundown America like they have done in all the major cities... Democrats put American citizens in the streets and give public housing to foreigners who entered illegally.",Comment,Frustrated,cherri_may,1875,,
7/9/19 13:27,"@the_good_matty @about_dave @sbcrosscountry @BrentGaisford If there are fewer new houses, then there are fewer commodified houses, but housing isn\xe2\x80\x99t any less commodified.   You say you are pro-housing but I don\xe2\x80\x99t see any action, or even plan, from you to build a robust public housing sector in SF or anywhere.",Comment,Frustrated,SonjaTrauss,5129,"SoMa, San Francisco",
7/9/19 13:16,Anne Power @lsehousing @festivalofplace says the majority of new towns failed and effectively became giant public housing. Slum clearance - an attempt to get rid of awful conditions - displaced the poorest people and today\xe2\x80\x99s exclusion system was born. https://t.co/dwJWuJ3jM0,Comment,Frustrated,festivalofplace,442,,
7/9/19 13:16,Public housing found a rare but powerful advocate in @DrSamPage when Trump would like nothing more than to displace these people. https://t.co/dsnRKONipp,Comment,Neutral,willthepinko,515,"St. Louis, MO",MO
7/9/19 13:15,"The Alton Estate is a large council estate situated in Roehampton, southwest London. One of the largest council estates (public housing) in the UK https://t.co/TgHBt88A9w",Irrelevant,Neutral,fleming77,3600,Cambridgeshire England,
7/9/19 13:13,"Ok, so you establish a social right to housing- with all of the public money spent in rent assistance if not full on public housing that goes with it. Great.  And what do we think will happen to land rents in areas where everyone\xe2\x80\x98s right to housing is accommodated?",Comment,Frustrated,GeolibGeorge,1347,"Bremen, Deutschland",
7/9/19 13:07,"There is a kind of traditionalism at work among ""YIMBYs"" or public housing advocates or any of the groups trying to build more human-scale cities and towns.",Comment,Neutral,jbouie,270774,"Charlottesville, VA",VA
7/9/19 13:02,"Today is the last day to submit comments to the Federal Register in opposition of HUD\'s proposed rule prohibiting \xe2\x80\x9cmixed-status"" families from living in public housing &amp; Section 8 programs. https://t.co/qdHG6W7SfJ https://t.co/IkVaYuP3nv",Comment,Neutral,oppagenda,6053,"New York, NY",NY
7/9/19 13:02,"As we consider the future of public housing in #RVA, anything other than a one-for-one replacement of units for @VibrantRRHA residents is a betrayal of the commitments made after Blackwell. Required reading from the great @__MarkRobinson. \xf0\x9f\x91\x87 https://t.co/fhoa4YDHoR",Comment,Frustrated,JLJLovesRVA,276,"Richmond, VA",VA
7/9/19 13:00,"Why is HUD attacking its own proposed rule to bar illegal aliens from public housing?  While politically appointed Trump HUD officials seem to support the rule, they only constitute a small fraction of all HUD employees. Others may be undermining them. https://t.co/DlM7sl8Rkr",Comment,Neutral,CIS_org,22578,"Washington, DC",DC
7/9/19 13:00,REMINDER: It's the last day to submit comments on a proposed new rule prohibiting families of mixed immigration status from living in public housing and Section 8 programs.  We're telling HUD this rule is wrong and harmful today. #KeepFamiliesTogether https://t.co/l0O2ilPEqR,Comment,Neutral,ACLUiowa,2532,Iowa,IA
7/9/19 12:59,Demolishing public housing in Wellston may be put on hold by St. Louis County Executive https://t.co/IoXpDAaEkc via @stltoday,News,Neutral,floresstl,571,St. Louis,
7/9/19 12:58,"In the aftermath of Stenger's indictment, guilty plea and ongoing federal investigation into it's affairs St. Louis County acting brand new again... like the new county executive and board didn't approve demolishing public housing for one of... https://t.co/bRpCSYY7KO",Comment,Frustrated,handsupdontshoo,265,"St Louis, MO",MO
7/9/19 12:57,@indica2007 @DallasLewis_Aus @traverselife Also how a friend got their house. It should be available to everyone who needs it. At the moment the rent goes into the pockets of someone who already has a home. The collective policies of housing as investment and subsidising private rentals has destroyed public housing.,Policy Decision,Frustrated,JenHogben,308,South Australia,
7/9/19 12:57,"In the aftermath of Stenger's indictment, guilty plea and ongoing federal investigation into it's affairs St. Louis County acting brand new again... like the new county executive and board didn't approve demolishing public housing for one of... https://t.co/Kzp9FUIpJm",Comment,Frustrated,bgyrl4life,852,In your head,
7/9/19 12:56,"$30k a year on compound interest while staying in hotels and public housing is a single man's dream. Every month a budget $2,500.  No need to stress. Let me show you how it works. Send $20 right now and get your consultation phone call.",Irrelevant,Neutral,DoinThangz,3630,United States,
7/9/19 12:40,Glad the Vic gov understands the need for public housing. I was worried they were selling it off to developers in favour of prisons and the Salvos without getting what they were doing. https://t.co/qCm9uGZqjv,Irrelevant,Positive,1312Allenby,39,,
7/9/19 12:40,"@RonnyMcGinley @Brasilmagic more like the Rump Hotels version of public housing, but fair",Irrelevant,Positive,GreatScot_ish,164,nowhere and everywhere,
7/9/19 12:38,@DallasLewis_Aus @JenHogben @traverselife im just descibing what public housing was always ment to be we where never ment to rent for life its how mum got her home why im not homeless i live in my bedroom at mums house,Experience,Frustrated,indica2007,3047,"Geelong, Victoria",
